term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
Accent,class,https://w3id.org/dpv/v2.0/pd#Accent,Accent,Information about linguistic and speech accents.,https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#Language,,2019-06-04,,pd,https://w3id.org/dpv/v2.0/pd
AccountIdentifier,class,https://w3id.org/dpv/v2.0/pd#AccountIdentifier,Account Identifier,Information about financial account identifier.,https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#FinancialAccount,,2019-06-04,,pd,https://w3id.org/dpv/v2.0/pd
Acquantaince,class,https://w3id.org/dpv/v2.0/pd#Acquantaince,Acquaintance,Information about acquaintances in a social network.,https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#SocialNetwork,,2019-06-04,,pd,https://w3id.org/dpv/v2.0/pd
Age,class,https://w3id.org/dpv/v2.0/pd#Age,Age,Information about age,https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#PhysicalCharacteristic,,2019-06-04,,pd,https://w3id.org/dpv/v2.0/pd
AgeExact,class,https://w3id.org/dpv/v2.0/pd#AgeExact,Age Exact,"Information about the exact age (i.e. to some degree within a year, month, or day)",https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#AgeRange,,2022-04-20,,pd,https://w3id.org/dpv/v2.0/pd
AgeRange,class,https://w3id.org/dpv/v2.0/pd#AgeRange,Age Range,Information about age range i.e. inexact age to some degree (i.e. some years),https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#Age,,2022-04-20,,pd,https://w3id.org/dpv/v2.0/pd
ApartmentOwned,class,https://w3id.org/dpv/v2.0/pd#ApartmentOwned,Apartment Owned,Information about apartment(s) owned and its history,https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#HouseOwned,,2019-06-04,,pd,https://w3id.org/dpv/v2.0/pd
Association,class,https://w3id.org/dpv/v2.0/pd#Association,Association,"Information about associations in a social network with other individuals, groups, or entities e.g. friend of a friend",https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#SocialNetwork,,2019-06-04,,pd,https://w3id.org/dpv/v2.0/pd
Attitude,class,https://w3id.org/dpv/v2.0/pd#Attitude,Attitude,Information about attitude.,https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#Behavioral,,2019-06-04,,pd,https://w3id.org/dpv/v2.0/pd
Authenticating,class,https://w3id.org/dpv/v2.0/pd#Authenticating,Authenticating,Information about authentication and information used for authenticating,https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#Internal,,2019-06-04,,pd,https://w3id.org/dpv/v2.0/pd
AuthenticationHistory,class,https://w3id.org/dpv/v2.0/pd#AuthenticationHistory,Authentication History,Information about prior authentication and its outcomes such as login attempts or location.,https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#Behavioral,,2020-11-04,,pd,https://w3id.org/dpv/v2.0/pd
BankAccount,class,https://w3id.org/dpv/v2.0/pd#BankAccount,Bank Account,Information about bank accounts.,https://w3id.org/dpv/v2.0#PersonalData,,https://w3id.org/dpv/v2.0/pd#FinancialAccount,,2019-06-04,,pd,https://w3id.org/dpv/v2.0/pd
