term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
A9-2-a,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-a,Art 9(2-a) explicit consent,explicit consent with special categories of data,https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#ExplicitlyExpressedConsent,,2019-04-05,2021-09-08,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
A9-2-b,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-b,"Art 9(2-b) employment, social security, social protection law",employment and social security and social protection law,https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#LegalBasis,,2019-04-05,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
A9-2-c,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-c,Art 9(2-c) protect vital interest,protection of the vital interests,https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#VitalInterest,,2019-04-05,2021-09-08,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
A9-2-d,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-d,Art 9(2-d) legitimate activities,"legitimate activities with appropriate safeguards by a foundation, association or any other not-for-profit body with a political, philosophical, religious or trade union aim and on condition that the processing relates solely to the members or to former members of the body or to persons who have regular contact with it in connection with its purposes and that the personal data are not disclosed outside that body without the consent of the data subjects;",https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#LegitimateInterest,,2019-04-05,2021-09-08,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
A9-2-e,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-e,Art 9(2-e) data made public,data manifestly made public by the data subject,https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#LegalBasis,,2019-04-05,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
A9-2-f,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-f,Art 9(2-f) judicial process,"establishment, exercise or defence of legal claims / courts acting in their judicial capacity",https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#LegalBasis,,2019-04-05,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
A9-2-g,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-g,Art 9(2-g) public interest,"substantial public interest, on the basis of Union or Member State law",https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#PublicInterest,,2019-04-05,2021-09-08,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
A9-2-h,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-h,Art 9(2-h) health & medicine,"preventive or occupational medicine, for the assessment of the working capacity of the employee, medical diagnosis, the provision of health or social care or treatment or the management of health or social care systems and services on the basis of Union or Member State law or pursuant to contract with a health professional and subject to the conditions and safeguards referred to in paragraph 3",https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#LegalBasis,,2019-04-05,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
A9-2-i,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-i,Art 9(2-i) public interest in public health,public interest in public health,https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#PublicInterest,,2019-04-05,2021-09-08,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
A9-2-j,class,https://w3id.org/dpv/legal/eu/gdpr#A9-2-j,"Art 9(2-j) public interest, scientific research, statistical purpose","public interest, scientific or historical research purposes or statistical purposes based on Union or Member State law",https://w3id.org/dpv#LegalBasis,,https://w3id.org/dpv#PublicInterest,,2019-04-05,2021-09-08,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
