term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
ConfidentialityAgreement,class,https://w3id.org/dpv/v2.0#ConfidentialityAgreement,Confidentiality Agreement,"Agreements that enforce confidentiality for e.g. to protect business, professional, or company secrets",https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#LegalAgreement,,2022-02-09,,dpv,https://w3id.org/dpv/v2.0
ContractualTerms,class,https://w3id.org/dpv/v2.0#ContractualTerms,Contractual Terms,Contractual terms governing data handling within or with an entity,https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#LegalAgreement,,2019-04-05,,dpv,https://w3id.org/dpv/v2.0
ControllerProcessorAgreement,class,https://w3id.org/dpv/v2.0#ControllerProcessorAgreement,Controller-Processor Agreement,"An agreement outlining conditions, criteria, obligations, responsibilities, and specifics for carrying out processing of data between a Data Controller and a Data Processor",https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#DataProcessingAgreement,,2022-01-26,,dpv,https://w3id.org/dpv/v2.0
DataProcessingAgreement,class,https://w3id.org/dpv/v2.0#DataProcessingAgreement,Data Processing Agreement,"An agreement outlining conditions, criteria, obligations, responsibilities, and specifics for carrying out processing of data",https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#LegalAgreement,"For specific role-based data processing agreements, see concepts for Processors and JointDataController agreements.;For specific role-based data processing agreements, see concepts for Processors and JointDataController agreements.;For specific role-based data processing agreements, see concepts for Processors and JointDataController agreements.",2022-01-26,,dpv,https://w3id.org/dpv/v2.0
JointDataControllersAgreement,class,https://w3id.org/dpv/v2.0#JointDataControllersAgreement,Joint Data Controllers Agreement,"An agreement outlining conditions, criteria, obligations, responsibilities, and specifics for carrying out processing of data between Controllers within a Joint Controllers relationship",https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#DataProcessingAgreement,,2022-01-26,,dpv,https://w3id.org/dpv/v2.0
LegalAgreement,class,https://w3id.org/dpv/v2.0#LegalAgreement,Legal Agreement,A legally binding agreement,https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#LegalMeasure,,2019-04-05,,dpv,https://w3id.org/dpv/v2.0
Licence,class,https://w3id.org/dpv/v2.0#Licence,Licence,A Legal Document providing permission to utilise data or resource and outlining the conditions under which such use is considered valid,https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#ContractualTerms,,2022-02-09,,dpv,https://w3id.org/dpv/v2.0
NDA,class,https://w3id.org/dpv/v2.0#NDA,Non-Disclosure Agreement (NDA),Non-disclosure Agreements e.g. preserving confidentiality of information,https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#LegalAgreement,,2019-04-05,,dpv,https://w3id.org/dpv/v2.0
StatisticalConfidentialityAgreement,class,https://w3id.org/dpv/v2.0#StatisticalConfidentialityAgreement,Statistical Confidentiality Agreement,"An agreement outlining conditions, criteria, obligations, responsibilities, and specifics for classification and management of 'confidential data' based on a statistical framework",https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#LegalAgreement,,2022-02-09,,dpv,https://w3id.org/dpv/v2.0
SubProcessorAgreement,class,https://w3id.org/dpv/v2.0#SubProcessorAgreement,Sub-Processor Agreement,"An agreement outlining conditions, criteria, obligations, responsibilities, and specifics for carrying out processing of data between a Data Processor and a Data (Sub-)Processor",https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#DataProcessingAgreement,,2022-01-26,,dpv,https://w3id.org/dpv/v2.0
ThirdPartyAgreement,class,https://w3id.org/dpv/v2.0#ThirdPartyAgreement,Third-Party Agreement,"An agreement outlining conditions, criteria, obligations, responsibilities, and specifics for carrying out processing of data between a Data Controller or Processor and a Third Party",https://w3id.org/dpv/v2.0#LegalMeasure,,https://w3id.org/dpv/v2.0#DataProcessingAgreement,,2022-02-09,,dpv,https://w3id.org/dpv/v2.0
