term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
NonPersonalDataProcess,class,https://w3id.org/dpv/2.0#NonPersonalDataProcess,Non-Personal Data Process,"An action, activity, or method involving non-personal data, and asserting that no personal data is involved",,https://w3id.org/dpv/2.0#Process,https://w3id.org/dpv/2.0#Process,Use of personal data within NonPersonalDataProcess should be considered a violation of the explicit constraint that no personal data is involved.;Use of personal data within NonPersonalDataProcess should be considered a violation of the explicit constraint that no personal data is involved.,2024-05-09,,dpv,https://w3id.org/dpv/2.0
PersonalDataHandling,class,https://w3id.org/dpv/2.0#PersonalDataHandling,Personal Data Handling,An abstract concept describing 'personal data handling',,https://w3id.org/dpv/2.0#Process,https://w3id.org/dpv/2.0#Process,This concept will be deprecated in future updates. It is recommended to use dpv:Process as the equivalent alternative which is better aligned with legal and operational terminology.;This concept will be deprecated in future updates. It is recommended to use dpv:Process as the equivalent alternative which is better aligned with legal and operational terminology.,2019-04-05,2023-12-10,dpv,https://w3id.org/dpv/2.0
PersonalDataProcess,class,https://w3id.org/dpv/2.0#PersonalDataProcess,Personal Data Process,"An action, activity, or method involving personal data",,https://w3id.org/dpv/2.0#Process,https://w3id.org/dpv/2.0#Process,,2024-05-09,,dpv,https://w3id.org/dpv/2.0
Process,class,https://w3id.org/dpv/2.0#Process,Process,"An action, activity, or method",,,,,2024-05-09,,dpv,https://w3id.org/dpv/2.0
Service,class,https://w3id.org/dpv/2.0#Service,Service,A service is a process where one entity provides some benefit or assistance to another entity,,https://w3id.org/dpv/2.0#Process,https://w3id.org/dpv/2.0#Process,Service Provider and Service Consumer reflect the roles associated with a service. 'Service' as a process is a distinct concept from the use of 'service' as a provision method in Tech extension;Service Provider and Service Consumer reflect the roles associated with a service. 'Service' as a process is a distinct concept from the use of 'service' as a provision method in Tech extension,2024-05-09,,dpv,https://w3id.org/dpv/2.0
hasNonPersonalDataProcess,property,https://w3id.org/dpv/2.0#hasNonPersonalDataProcess,has non-personal data process,Indicates association with a Non-Personal Data Process,,,,,2023-12-12,,dpv,https://w3id.org/dpv/2.0
hasPersonalDataHandling,property,https://w3id.org/dpv/2.0#hasPersonalDataHandling,has personal data handling,Indicates association with Personal Data Handling,,,,,2022-01-19,,dpv,https://w3id.org/dpv/2.0
hasPersonalDataProcess,property,https://w3id.org/dpv/2.0#hasPersonalDataProcess,has personal data process,Indicates association with a Personal Data Process,,,,,2023-12-11,,dpv,https://w3id.org/dpv/2.0
hasProcess,property,https://w3id.org/dpv/2.0#hasProcess,has process,Indicates association with a Process,,,,,2023-12-10,,dpv,https://w3id.org/dpv/2.0
hasService,property,https://w3id.org/dpv/2.0#hasService,has service,Indicates associated with the specified service,,,,,2024-04-20,,dpv,https://w3id.org/dpv/2.0
