term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
Applicability,class,https://w3id.org/dpv/2.0#Applicability,Applicability,"Concept provided to represent indication of cases where the information or context is not applicable (N/A) or not available or this is not known or determined yet. If the information is applicable and available, this concept should not be used.",,https://w3id.org/dpv/2.0#Context,https://w3id.org/dpv/2.0#Context,"These concepts are useful in closed-world interpretations, for example in forms where a field must have a value to explicitly denote it is not applicable or the information is not available yet.;These concepts are useful in closed-world interpretations, for example in forms where a field must have a value to explicitly denote it is not applicable or the information is not available yet.",2023-08-24,,dpv,https://w3id.org/dpv/2.0
Context,class,https://w3id.org/dpv/2.0#Context,Context,Contextually relevant information,,,,"Context is a catch-all concept for information of relevance not possible to represent through other core concepts. DPV offers specific contextual concepts such as Necessity, Frequency, and Duration. More can be created by extending Context within use-cases.;Context is a catch-all concept for information of relevance not possible to represent through other core concepts. DPV offers specific contextual concepts such as Necessity, Frequency, and Duration. More can be created by extending Context within use-cases.",2019-04-05,2022-06-15,dpv,https://w3id.org/dpv/2.0
ContinuousFrequency,class,https://w3id.org/dpv/2.0#ContinuousFrequency,Continuous Frequency,Frequency where occurrences are continuous,https://w3id.org/dpv/2.0#Frequency,,https://w3id.org/dpv/2.0#Frequency,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/2.0
Duration,class,https://w3id.org/dpv/2.0#Duration,Duration,The duration or temporal limitation,,https://w3id.org/dpv/2.0#Context,https://w3id.org/dpv/2.0#Context,,2022-02-09,,dpv,https://w3id.org/dpv/2.0
EndlessDuration,class,https://w3id.org/dpv/2.0#EndlessDuration,Endless Duration,Duration that is (known or intended to be) open ended or without an end,https://w3id.org/dpv/2.0#Duration,,https://w3id.org/dpv/2.0#Duration,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/2.0
FixedOccurrencesDuration,class,https://w3id.org/dpv/2.0#FixedOccurrencesDuration,Fixed Occurrences Duration,Duration that takes place a fixed number of times e.g. 3 times,,https://w3id.org/dpv/2.0#Duration,https://w3id.org/dpv/2.0#Duration,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/2.0
Frequency,class,https://w3id.org/dpv/2.0#Frequency,Frequency,The frequency or information about periods and repetitions in terms of recurrence.,,https://w3id.org/dpv/2.0#Context,https://w3id.org/dpv/2.0#Context,,2022-02-16,,dpv,https://w3id.org/dpv/2.0
Importance,class,https://w3id.org/dpv/2.0#Importance,Importance,An indication of 'importance' within a context,,https://w3id.org/dpv/2.0#Context,https://w3id.org/dpv/2.0#Context,"Importance can be used to express importance, desirability, relevance, or significance as a context.;Importance can be used to express importance, desirability, relevance, or significance as a context.",2022-02-09,,dpv,https://w3id.org/dpv/2.0
IndeterminateDuration,class,https://w3id.org/dpv/2.0#IndeterminateDuration,Indeterminate Duration,Duration that is indeterminate or cannot be determined,https://w3id.org/dpv/2.0#Duration,,https://w3id.org/dpv/2.0#Duration,"Indeterminate means (exact or otherwise) information about the duration cannot be determined, which is distinct from 'EndlessDuration' where it is known (or decided) that the duration is open-ended or without an end.;Indeterminate means (exact or otherwise) information about the duration cannot be determined, which is distinct from 'EndlessDuration' where it is known (or decided) that the duration is open-ended or without an end.;Indeterminate means (exact or otherwise) information about the duration cannot be determined, which is distinct from 'EndlessDuration' where it is known (or decided) that the duration is open-ended or without an end.",2022-11-30,,dpv,https://w3id.org/dpv/2.0
Justification,class,https://w3id.org/dpv/2.0#Justification,Justification,"A form of documentation providing reasons, explanations, or justifications",,https://w3id.org/dpv/2.0#Context,https://w3id.org/dpv/2.0#Context,,2022-06-15,,dpv,https://w3id.org/dpv/2.0
Necessity,class,https://w3id.org/dpv/2.0#Necessity,Necessity,An indication of 'necessity' within a context,,https://w3id.org/dpv/2.0#Context,https://w3id.org/dpv/2.0#Context,"Necessity can be used to express need, essentiality, requirement, or compulsion.;Necessity can be used to express need, essentiality, requirement, or compulsion.",2022-02-12,,dpv,https://w3id.org/dpv/2.0
NotApplicable,class,https://w3id.org/dpv/2.0#NotApplicable,Not Applicable,Concept indicating the information or context is not applicable,https://w3id.org/dpv/2.0#Applicability,,https://w3id.org/dpv/2.0#Applicability,This relates to a 'Stop' state as distinct from a 'Halt' state. It makes no comments on whether the Activity can be resumed or continued towards completion.;This relates to a 'Stop' state as distinct from a 'Halt' state. It makes no comments on whether the Activity can be resumed or continued towards completion.;This relates to a 'Stop' state as distinct from a 'Halt' state. It makes no comments on whether the Activity can be resumed or continued towards completion.,2023-08-24,,dpv,https://w3id.org/dpv/2.0
NotAvailable,class,https://w3id.org/dpv/2.0#NotAvailable,Not Available,Concept indicating the information or context is applicable but information is not yet available,https://w3id.org/dpv/2.0#Applicability,,https://w3id.org/dpv/2.0#Applicability,"This concept is useful when describing situations where information is required but is not available (yet). For example, if in a form a field asks about whether a process X was completed, and it is correct to interpret that process X is applicable and must be completed, but the information is not yet available as to whether this was done - then NotAvailable is useful to represent this.;This concept is useful when describing situations where information is required but is not available (yet). For example, if in a form a field asks about whether a process X was completed, and it is correct to interpret that process X is applicable and must be completed, but the information is not yet available as to whether this was done - then NotAvailable is useful to represent this.;This concept is useful when describing situations where information is required but is not available (yet). For example, if in a form a field asks about whether a process X was completed, and it is correct to interpret that process X is applicable and must be completed, but the information is not yet available as to whether this was done - then NotAvailable is useful to represent this.",2023-08-24,,dpv,https://w3id.org/dpv/2.0
NotRequired,class,https://w3id.org/dpv/2.0#NotRequired,Not Required,Indication of neither being required nor optional i.e. not relevant or needed,https://w3id.org/dpv/2.0#Necessity,,https://w3id.org/dpv/2.0#Necessity,,2022-02-15,,dpv,https://w3id.org/dpv/2.0
OftenFrequency,class,https://w3id.org/dpv/2.0#OftenFrequency,Often Frequency,"Frequency where occurrences are often or frequent, but not continuous",https://w3id.org/dpv/2.0#Frequency,,https://w3id.org/dpv/2.0#Frequency,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/2.0
Optional,class,https://w3id.org/dpv/2.0#Optional,Optional,Indication of 'optional' or 'voluntary',https://w3id.org/dpv/2.0#Necessity,,https://w3id.org/dpv/2.0#Necessity,,2022-02-14,,dpv,https://w3id.org/dpv/2.0
PrimaryImportance,class,https://w3id.org/dpv/2.0#PrimaryImportance,Primary Importance,Indication of 'primary' or 'main' or 'core' importance,https://w3id.org/dpv/2.0#Importance,,https://w3id.org/dpv/2.0#Importance,,2022-02-10,,dpv,https://w3id.org/dpv/2.0
Required,class,https://w3id.org/dpv/2.0#Required,Required,Indication of 'required' or 'necessary',https://w3id.org/dpv/2.0#Necessity,,https://w3id.org/dpv/2.0#Necessity,,2022-02-13,,dpv,https://w3id.org/dpv/2.0
Scope,class,https://w3id.org/dpv/2.0#Scope,Scope,Indication of the extent or range or boundaries associated with(in) a context,,https://w3id.org/dpv/2.0#Context,https://w3id.org/dpv/2.0#Context,,2022-06-15,,dpv,https://w3id.org/dpv/2.0
SecondaryImportance,class,https://w3id.org/dpv/2.0#SecondaryImportance,Secondary Importance,Indication of 'secondary' or 'minor' or 'auxiliary' importance,https://w3id.org/dpv/2.0#Importance,,https://w3id.org/dpv/2.0#Importance,,2022-02-11,,dpv,https://w3id.org/dpv/2.0
SingularFrequency,class,https://w3id.org/dpv/2.0#SingularFrequency,Singular Frequency,Frequency where occurrences are singular i.e. they take place only once,https://w3id.org/dpv/2.0#Frequency,,https://w3id.org/dpv/2.0#Frequency,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/2.0
SporadicFrequency,class,https://w3id.org/dpv/2.0#SporadicFrequency,Sporadic Frequency,Frequency where occurrences are sporadic or infrequent or sparse,https://w3id.org/dpv/2.0#Frequency,,https://w3id.org/dpv/2.0#Frequency,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/2.0
TemporalDuration,class,https://w3id.org/dpv/2.0#TemporalDuration,Temporal Duration,Duration that has a fixed temporal duration e.g. 6 months,,https://w3id.org/dpv/2.0#Duration,https://w3id.org/dpv/2.0#Duration,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/2.0
UnknownApplicability,class,https://w3id.org/dpv/2.0#UnknownApplicability,Unknown Applicability,Concept indicating information or context availability is unknown i.e. it is not known if the information exists or is applicable and therefore statements about its availability cannot be made (yet),https://w3id.org/dpv/2.0#Applicability,,https://w3id.org/dpv/2.0#Applicability,"This concept is useful when describing situations where it cannot be stated whether the context applies or whether the information is not available yet. For example, if a form field asks about whether a process X was completed and it is not yet known whether X applies or not and therefore it is also unclear whether X was completed or not. Using UnknownApplicability is a signal that the applicability of X should be assessed, and if applicable, then information about X should be identified and used here.;This concept is useful when describing situations where it cannot be stated whether the context applies or whether the information is not available yet. For example, if a form field asks about whether a process X was completed and it is not yet known whether X applies or not and therefore it is also unclear whether X was completed or not. Using UnknownApplicability is a signal that the applicability of X should be assessed, and if applicable, then information about X should be identified and used here.;This concept is useful when describing situations where it cannot be stated whether the context applies or whether the information is not available yet. For example, if a form field asks about whether a process X was completed and it is not yet known whether X applies or not and therefore it is also unclear whether X was completed or not. Using UnknownApplicability is a signal that the applicability of X should be assessed, and if applicable, then information about X should be identified and used here.",2023-08-24,,dpv,https://w3id.org/dpv/2.0
UntilEventDuration,class,https://w3id.org/dpv/2.0#UntilEventDuration,Until Event Duration,Duration that takes place until a specific event occurs e.g. Account Closure,,https://w3id.org/dpv/2.0#Duration,https://w3id.org/dpv/2.0#Duration,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/2.0
UntilTimeDuration,class,https://w3id.org/dpv/2.0#UntilTimeDuration,Until Time Duration,Duration that has a fixed end date e.g. 2022-12-31,,https://w3id.org/dpv/2.0#Duration,https://w3id.org/dpv/2.0#Duration,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv/2.0
hasApplicability,property,https://w3id.org/dpv/2.0#hasApplicability,has applicability,"Indicates situations where the context is not applicable, information is not available, or this is unknown. An appropriate instance of dpv:Applicability should be used with this relation to express the situation",,,,,2023-08-24,,dpv,https://w3id.org/dpv/2.0
hasContext,property,https://w3id.org/dpv/2.0#hasContext,has context,Indicates a purpose is restricted to the specified context(s),,,,,2019-04-05,,dpv,https://w3id.org/dpv/2.0
hasDuration,property,https://w3id.org/dpv/2.0#hasDuration,has duration,Indicates information about duration,,,,,2019-04-05,,dpv,https://w3id.org/dpv/2.0
hasFrequency,property,https://w3id.org/dpv/2.0#hasFrequency,has frequency,Indicates the frequency with which something takes place,,,,,2022-02-16,,dpv,https://w3id.org/dpv/2.0
hasIdentifier,property,https://w3id.org/dpv/2.0#hasIdentifier,has identifier,Indicates an identifier associated for identification or reference,,,,,2020-11-25,,dpv,https://w3id.org/dpv/2.0
hasImportance,property,https://w3id.org/dpv/2.0#hasImportance,has importance,Indicates the importance for specified context or criteria,,,,,2024-04-13,,dpv,https://w3id.org/dpv/2.0
hasJustification,property,https://w3id.org/dpv/2.0#hasJustification,has justification,Indicates a justification for specified concept or context,,,,,2022-06-15,,dpv,https://w3id.org/dpv/2.0
hasNecessity,property,https://w3id.org/dpv/2.0#hasNecessity,has necessity,Indicates the necessity for specified context or criteria,,,,,2024-04-13,,dpv,https://w3id.org/dpv/2.0
