term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
AnonymisedData,class,https://w3id.org/dpv#AnonymisedData,Anonymised Data,Personal Data that has been (fully and completely) anonymised so that it is no longer considered Personal Data,,https://w3id.org/dpv#NonPersonalData,https://w3id.org/dpv#NonPersonalData,"It is advised to carefully consider indicating data is fully or completely anonymised by determining whether the data by itself or in combination with other data can identify a person. Failing this condition, the data should be denoted as PseudonymisedData. To indicate data is anonymised only for a specified entity (e.g. within an organisation), the concept ContextuallyAnonymisedData (as subclass of PseudonymisedData) should be used instead of AnonymisedData.",2022-01-19,,dpv,https://w3id.org/dpv
CollectedData,class,https://w3id.org/dpv#CollectedData,Collected Data,Data that has been obtained by collecting it from a source,,https://w3id.org/dpv#Data,https://w3id.org/dpv#Data,,2023-12-10,,dpv,https://w3id.org/dpv
CollectedPersonalData,class,https://w3id.org/dpv#CollectedPersonalData,Collected Personal Data,Personal Data that has been collected from another source such as the Data Subject,,https://w3id.org/dpv#CollectedData;https://w3id.org/dpv#PersonalData,https://w3id.org/dpv#CollectedData;https://w3id.org/dpv#PersonalData,"To indicate the source of data, use the DataSource concept with the hasDataSource relation",2022-03-30,2023-12-10,dpv,https://w3id.org/dpv
CommerciallyConfidentialData,class,https://w3id.org/dpv#CommerciallyConfidentialData,Commercially Confidential Data,Data protected through Commercial Confidentiality Agreements,,https://w3id.org/dpv#Data,https://w3id.org/dpv#Data,,2024-02-14,,dpv,https://w3id.org/dpv
ConfidentialData,class,https://w3id.org/dpv#ConfidentialData,Confidential Data,Data deemed confidential,,https://w3id.org/dpv#Data,https://w3id.org/dpv#Data,,2024-02-14,,dpv,https://w3id.org/dpv
ContextuallyAnonymisedData,class,https://w3id.org/dpv#ContextuallyAnonymisedData,Contextually Anonymised Data,Data that can be considered as being fully anonymised within the context but in actuality is not fully anonymised and is still personal data as it can be de-anonymised outside that context,,https://w3id.org/dpv#PseudonymisedData,https://w3id.org/dpv#PseudonymisedData,"To distinguish between partially anonymised data that can be effectively treated as anonymised data (e.g. in processing) within a context (e.g. an organisation), the concept ContextuallyAnonymisedData should be used instead of AnonymisedData. Transfer of this data outside of the context should consider that it is not fully anonymised and that it is still personal data",2024-06-11,,dpv,https://w3id.org/dpv
Data,class,https://w3id.org/dpv#Data,Data,A broad concept representing  'data' or 'information',,,,,2022-01-19,,dpv,https://w3id.org/dpv
DerivedData,class,https://w3id.org/dpv#DerivedData,Derived Data,Data that has been obtained through derivations of other data,,https://w3id.org/dpv#Data,https://w3id.org/dpv#Data,,2023-12-10,,dpv,https://w3id.org/dpv
DerivedPersonalData,class,https://w3id.org/dpv#DerivedPersonalData,Derived Personal Data,Personal Data that is obtained or derived from other data,,https://w3id.org/dpv#DerivedData;https://w3id.org/dpv#PersonalData,https://w3id.org/dpv#DerivedData;https://w3id.org/dpv#PersonalData,"Derived Data is data that is obtained through processing of existing data, e.g. deriving first name from full name. To indicate data that is derived but which was not present or evident within the source data, InferredPersonalData should be used.",2019-05-07,2023-12-10,dpv,https://w3id.org/dpv
GeneratedData,class,https://w3id.org/dpv#GeneratedData,Generated Data,Data that is generated or brought into existence without relation to existing data i.e. it is not derived or inferred from other data,,https://w3id.org/dpv#Data,https://w3id.org/dpv#Data,,2023-12-10,,dpv,https://w3id.org/dpv
GeneratedPersonalData,class,https://w3id.org/dpv#GeneratedPersonalData,Generated Personal Data,Personal Data that is generated or brought into existence without relation to existing data i.e. it is not derived or inferred from other data,,https://w3id.org/dpv#PersonalData,https://w3id.org/dpv#PersonalData,Generated Data is used to indicate data that is produced and is not derived or inferred from other data,2022-03-30,2023-12-10,dpv,https://w3id.org/dpv
IdentifyingPersonalData,class,https://w3id.org/dpv#IdentifyingPersonalData,Identifying Personal Data,Personal Data that explicitly and by itself is sufficient to identify a person,,https://w3id.org/dpv#PersonalData,https://w3id.org/dpv#PersonalData,"DPV does not use PII ('Personally Identifiable Information') as it has varying and conflicting definitions across sources. Instead the concept 'identifying personal data' is intended to provide a clear categorisation of its interpretation. Where multiple data categories can be combined to create an 'identifying' category e.g. fingerprinting, this concept represents the combined category.",2024-02-14,,dpv,https://w3id.org/dpv
