"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"BehaviouralHealthDeterminant","class","https://w3id.org/dpv/legal/eu/ehds#BehaviouralHealthDeterminant","Behavioural Health Determinant","Information about behavioural data impacting on health","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#BehaviouralHealthDeterminant","","2026-02-04","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"BiobankData","class","https://w3id.org/dpv/legal/eu/ehds#BiobankData","Biobank Data","Information about electronic health data from biobanks and associated databases","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#BiobankData","","2024-12-01","2026-02-04","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ClaimAdminData","class","https://w3id.org/dpv/legal/eu/ehds#ClaimAdminData","Health-related Administrative Data on Claims","Information about health-related administrative data on claims","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#ClaimAdminData","","2026-02-04","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ClinicalInvestigationsData","class","https://w3id.org/dpv/legal/eu/ehds#ClinicalInvestigationsData","Clinical Investigations Data","Information about health data from clinical investigations","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#ClinicalInvestigationsData","","2026-02-04","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ClinicalStudiesData","class","https://w3id.org/dpv/legal/eu/ehds#ClinicalStudiesData","Clinical Studies Data","Information about health data from clinical studies","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#ClinicalStudiesData","","2026-02-04","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ClinicalTrialsData","class","https://w3id.org/dpv/legal/eu/ehds#ClinicalTrialsData","Clinical Trials Data","Information about health data from clinical trials","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#ClinicalTrialsData","","2024-12-01","2026-02-04","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"DischargeReport","class","https://w3id.org/dpv/legal/eu/ehds#DischargeReport","Discharge Report","Information about discharge reports","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#DischargeReport","","2025-10-28","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"DiseaseRegistryData","class","https://w3id.org/dpv/legal/eu/ehds#DiseaseRegistryData","Disease Registry Data","Information about electronic health data from medical registries for specific diseases","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#DiseaseRegistryData","","2024-12-01","2026-02-04","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"DispensationAdminData","class","https://w3id.org/dpv/legal/eu/ehds#DispensationAdminData","Health-related Administrative Data on Dispensations","Information about health-related administrative data on dispensations","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#DispensationAdminData","","2026-02-04","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EHR","class","https://w3id.org/dpv/legal/eu/ehds#EHR","Electronic Health Record (EHR)","Electronic health record (EHR) means a collection of electronic health data related to a natural person and collected in the health system, processed for the purpose of the provision of healthcare","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#EHR","This concept represents the EHR itself with EHRData referring to data within it","2026-02-13","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EHRData","class","https://w3id.org/dpv/legal/eu/ehds#EHRData","Electronic Health Record (EHR) Data","Information about data from electronic health records","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#EHRData","This concept represents the data within EHR and not the EHR itself","2026-02-04","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ElectronicDispensation","class","https://w3id.org/dpv/legal/eu/ehds#ElectronicDispensation","Electronic Dispensation","Information about electronic dispensations","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#ElectronicDispensation","","2025-10-28","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ElectronicHealthData","class","https://w3id.org/dpv/legal/eu/ehds#ElectronicHealthData","Electronic Health Data","Information about electronic health data, including personal and non-personal data","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#ElectronicHealthData","","2025-10-28","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ElectronicPrescription","class","https://w3id.org/dpv/legal/eu/ehds#ElectronicPrescription","Electronic Prescription","Information about electronic prescriptions","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#ElectronicPrescription","","2025-10-28","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EnvironmentalHealthDeterminant","class","https://w3id.org/dpv/legal/eu/ehds#EnvironmentalHealthDeterminant","Environmental Health Determinant","Information about environmental data impacting on health","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#EnvironmentalHealthDeterminant","","2026-02-04","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EpigenomicData","class","https://w3id.org/dpv/legal/eu/ehds#EpigenomicData","Epigenomic Data","Information about epigenomic data","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#EpigenomicData","","2026-02-04","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"GenomicData","class","https://w3id.org/dpv/legal/eu/ehds#GenomicData","Genomic Data","Information about genomic data","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#GenomicData","","2024-12-01","2026-02-04","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthAdminData","class","https://w3id.org/dpv/legal/eu/ehds#HealthAdminData","Health-related Administrative Data","Information about health-related administrative data","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#HealthAdminData","","2024-12-01","2026-02-04","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthProfessionalData","class","https://w3id.org/dpv/legal/eu/ehds#HealthProfessionalData","Health Professional Data","Information about the status of the health professionals involved in the treatment of the person, including information on their specialisation and institution","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#HealthProfessionalData","","2024-12-01","2026-02-04","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthQuestionnaire","class","https://w3id.org/dpv/legal/eu/ehds#HealthQuestionnaire","Health Questionnaire","Information about health data from questionnaires","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/sector/health#HealthQuestionnaire","","2024-12-01","2026-02-04","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
