term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
AvailabilityBreach,class,https://w3id.org/dpv/legal/eu/gdpr#AvailabilityBreach,Availability Breach,A data breach where there is an accidental or unauthorised loss of access to or destruction of personal data,,https://w3id.org/dpv/legal/eu/gdpr#DataBreach,https://w3id.org/dpv/legal/eu/gdpr#DataBreach,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
BreachNotificationNotNeeded,class,https://w3id.org/dpv/legal/eu/gdpr#BreachNotificationNotNeeded,Breach Notification Not Needed,Data Breach notifications to DPA or Data Subjects are not required,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNoticeRequirement,,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNoticeRequirement,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
ConfidentialityBreach,class,https://w3id.org/dpv/legal/eu/gdpr#ConfidentialityBreach,Confidentiality Breach,A data breach where there is an unauthorised or accidental disclosure of or access to personal data,,https://w3id.org/dpv/legal/eu/gdpr#DataBreach,https://w3id.org/dpv/legal/eu/gdpr#DataBreach,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
ControllerBreachNotice,class,https://w3id.org/dpv/legal/eu/gdpr#ControllerBreachNotice,Controller Breach Notice,Notice regarding a data breach to the Controller,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNotice,,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNotice,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
ControllerBreachNotificationNeeded,class,https://w3id.org/dpv/legal/eu/gdpr#ControllerBreachNotificationNeeded,Controller Breach Notification Needed,Data Breach notification to the Controller is required,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNoticeRequirement,,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNoticeRequirement,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
CrossBorderDataBreach,class,https://w3id.org/dpv/legal/eu/gdpr#CrossBorderDataBreach,Cross-Border Data Breach,A data breach involving cross-border data subjects or processing operations,,https://w3id.org/dpv/legal/eu/gdpr#DataBreach,https://w3id.org/dpv/legal/eu/gdpr#DataBreach,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DBIAIndicatesHighRisk,class,https://w3id.org/dpv/legal/eu/gdpr#DBIAIndicatesHighRisk,DBIA Indicates High Risk,DBIA identifying high risk levels regarding rights and freedoms of natural persons,https://w3id.org/dpv/legal/eu/gdpr#DBIARiskStatus,,https://w3id.org/dpv/legal/eu/gdpr#DBIARiskStatus,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DBIAIndicatesLowRisk,class,https://w3id.org/dpv/legal/eu/gdpr#DBIAIndicatesLowRisk,DBIA Indicates Low Risk,DBIA identifying low risk levels regarding rights and freedoms of natural persons,https://w3id.org/dpv/legal/eu/gdpr#DBIARiskStatus,,https://w3id.org/dpv/legal/eu/gdpr#DBIARiskStatus,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DBIAIndicatesNoRisk,class,https://w3id.org/dpv/legal/eu/gdpr#DBIAIndicatesNoRisk,DBIA Indicates No Risk,DBIA identifying no risk is present regarding rights and freedoms of natural persons,https://w3id.org/dpv/legal/eu/gdpr#DBIARiskStatus,,https://w3id.org/dpv/legal/eu/gdpr#DBIARiskStatus,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DBIARiskStatus,class,https://w3id.org/dpv/legal/eu/gdpr#DBIARiskStatus,DBIA Risk Status,Status reflecting the status of risk associated with a DBIA regarding rights and freedoms of natural persons,,https://w3id.org/dpv#AuditStatus,https://w3id.org/dpv#AuditStatus,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DPABreachInitialNotice,class,https://w3id.org/dpv/legal/eu/gdpr#DPABreachInitialNotice,DPA Breach Initial Notice,"Notice sent by a Controller within 72 hours of becoming aware of a personal data breach to the competent DPA, with justifications provided where the notice is made after 72 hours",https://w3id.org/dpv/legal/eu/gdpr#DataBreachNotice,,https://w3id.org/dpv/legal/eu/gdpr#DPABreachNotice,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DPABreachNotice,class,https://w3id.org/dpv/legal/eu/gdpr#DPABreachNotice,DPA Breach Notice,Notice regarding a data breach to the DPA,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNotice,,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNotice,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DPABreachNotificationNeeded,class,https://w3id.org/dpv/legal/eu/gdpr#DPABreachNotificationNeeded,DPA Breach Notification Needed,Data Breach notification to the DPA is required,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNoticeRequirement,,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNoticeRequirement,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DPABundledBreachNotice,class,https://w3id.org/dpv/legal/eu/gdpr#DPABundledBreachNotice,DPA Bundled Breach Notice,Notice sent by a Controller to the DPA regarding multiple data breaches concerning the same type of personal data,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNotice,,https://w3id.org/dpv/legal/eu/gdpr#DPABreachNotice,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DPAPhasedBreachNotice,class,https://w3id.org/dpv/legal/eu/gdpr#DPAPhasedBreachNotice,DPA Phased Breach Notice,Notice sent to a DPA in phases i.e. by providing incremental information as it becomes available or is requested following previously submitted notifications,https://w3id.org/dpv/legal/eu/gdpr#DataBreachNotice,,https://w3id.org/dpv/legal/eu/gdpr#DPABreachNotice,,2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
DataBreach,class,https://w3id.org/dpv/legal/eu/gdpr#DataBreach,Data Breach,"Data Breach' or ‘Personal Data Breach’ means a breach of security leading to the accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to, personal data transmitted, stored or otherwise processed",,https://w3id.org/dpv/risk#Incident,https://w3id.org/dpv/risk#Incident,"GDPR's notion of data breach includes any incident that affects the confidentiality, integrity, and availability of personal data and its processing without distinguishing between internal or external actors involved in the incident",2024-05-19,,eu-gdpr,https://w3id.org/dpv/legal/eu/gdpr
