Term,Label,Definition,ParentTerm,ParentType,Value,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
Risk Levels,,,,,,,,,,,,,,
ExtremelyLowRisk,Extremely Low Risk,Level where Risk is Extremely Low,risk:7RiskLevels,dpv:RiskLevel,"0.01,xsd:decimal",,,The suggested quantitative value for this concept is 0.01 on a scale of 0 to 1,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
VeryLowRisk,Very Low Risk,Level where Risk is Very Low,"risk:7RiskLevels,risk:5RiskLevels",dpv:RiskLevel,"0.1,xsd:decimal",,,The suggested quantitative value for this concept is 0.1 on a scale of 0 to 1,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
LowRisk,Low Risk,Level where Risk is Low,"risk:7RiskLevels,risk:5RiskLevels,risk:3RiskLevels",dpv:RiskLevel,"0.25,xsd:decimal",,,The suggested quantitative value for this concept is 0.25 on a scale of 0 to 1,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
ModerateRisk,Moderate Risk,Level where Risk is Moderate,"risk:7RiskLevels,risk:5RiskLevels,risk:3RiskLevels",dpv:RiskLevel,"0.5,xsd:decimal",,,The suggested quantitative value for this concept is 0.5 on a scale of 0 to 1,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
HighRisk,High Risk,Level where Risk is High,"risk:7RiskLevels,risk:5RiskLevels,risk:3RiskLevels",dpv:RiskLevel,"0.75,xsd:decimal",,,The suggested quantitative value for this concept is 0.75 on a scale of 0 to 1,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
VeryHighRisk,Very High Risk,Level where Risk is Very High,"risk:7RiskLevels,risk:5RiskLevels",dpv:RiskLevel,"0.9,xsd:decimal",,,The suggested quantitative value for this concept is 0.9 on a scale of 0 to 1,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
ExtremelyHighRisk,Extremely High Risk,Level where Risk is Extremely High,risk:7RiskLevels,dpv:RiskLevel,"0.99,xsd:decimal",,,The suggested quantitative value for this concept is 0.99 on a scale of 0 to 1,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
3RiskLevels,3 Risk Levels,Scale with 3 Risk Levels from High to Low,,dpv:RiskLevel,,,,,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
5RiskLevels,5 Risk Levels,Scale with 5 Risk Levels from Very High to Very Low,,dpv:RiskLevel,,,,,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
7RiskLevels,7 Risk Levels,Scale with 7 Risk Levels from Extremely High to Extremely Low,,dpv:RiskLevel,,,,,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Likelihood Scale,,,,,,,,,,,,,,
ExtremelyLowLikelihood,Extremely Low Likelihood,Level where Likelihood is Extremely Low,risk:7LikelihoodLevels,dpv:Likelihood,"0.01,xsd:decimal",,,The suggested quantitative value for this concept is 0.01 on a scale of 0 to 1,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
VeryLowLikelihood,Very Low Likelihood,Level where Likelihood is Very Low,"risk:7LikelihoodLevels,risk:5LikelihoodLevels",dpv:Likelihood,"0.1,xsd:decimal",,,The suggested quantitative value for this concept is 0.1 on a scale of 0 to 1,,2022-08-18,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
