Term,Label,Definition,ParentTerm,ParentType,Value,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
JusticeManagement,Justice Management,Purposes associated with administration of justice within the legal system,,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LawEnforcement,Law Enforcement,Purposes associated with law enforcement within the legal system,sector-law:JusticeManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalInvestigation,Legal Investigation,Purposes associated with investigations within the legal system,sector-law:LawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalEvidenceCollection,Legal Evidence Collection,Purposes associated with collection and management of evidence for investigation within the legal system,sector-law:LegalInvestigation,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalEvidenceEligibilityAssessment,Legal Evidence Eligibility Assessment,Purposes associated with the assessment of eligibility of evidence for investigation within the legal system,sector-law:LegalInvestigation,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalEvidenceInterpretation,Legal Evidence Interpretation,Purposes associated with interpretation of evidence for investigation within the legal system,sector-law:LegalInvestigation,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalOffenceDetection,Legal Offence Detection,Purposes associated with identifying or discovering illegal activities or violations or offences within the legal system,sector-law:LawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalOffenceSurveillance,Legal Offence Surveillance,Purposes associated with monitoring or observing to detect or deter potential or ongoing illegal activities or violations or offences within the legal system,sector-law:LawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalOffenceProsecution,Legal Offence Prosecution,Purposes associated with prosecution of illegal activities or violations or offences within the legal system,sector-law:LawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalInterrogation,Legal Interrogation,Purposes associated with questioning of individuals in relation to an investigation or other matters within the legal system,sector-law:LegalInvestigation,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalResearchDevelopment,Legal Research Development,Purposes associated with research and development within the legal system,sector-law:LawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalOffencePatternAnalysis,Legal Offence Pattern Analysis,"Purposes associated with identifying and analysing patterns and trends related to offences, violations, crime, or other activities of interest within the legal system",sector-law:LegalResearchDevelopment,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalOffencePrediction,Legal Offence Prediction,"Purposes associated with predicting occurrences or patterns related to offences, violations, crime, or other activities of interest within the legal system",sector-law:LegalResearchDevelopment,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalFirstOffencePrediction,Legal First Offence Prediction,"Purposes associated with predicting the first occurrence related to offences, violations, crime, or other activities of interest within the legal system",sector-law:LegalOffencePrediction,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalRepeatOffencePrediction,Legal Repeat Offence Prediction,"Purposes associated with predicting the subsequent or repeated occurrences related to offences, violations, crime, or other activities of interest within the legal system",sector-law:LegalOffencePrediction,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalSuspectedOffenceInvestigation,Legal Suspected Offence Investigation,"Purposes associated with investigation of suspected offences, violations, crime, or other activities of interest within the legal system",sector-law:LegalInvestigation,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RecidivismPrediction,Recidivism Prediction,Purposes associated with prediction of recidivism as the repeating of an undesirable behaviours or offences or violations by an entity after they have experienced negative consequences of that behaviour or have been informed or trained on how to avoid repeating it,sector-law:LegalRepeatOffencePrediction,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriminalLawEnforcement,Criminal Law Enforcement,Purposes associated with criminal law enforcement within the legal system,sector-law:LawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SuspectedCrimeInvestigation,Suspected Crime Investigation,Purposes associated with investigation of suspected crimes within the legal system,"sector-law:CriminalLawEnforcement,sector-law:LegalSuspectedOffenceInvestigation",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeInvestigation,Crime Investigation,Purposes associated with investigation of crimes within the legal system,"sector-law:CriminalLawEnforcement,sector-law:LegalInvestigation",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeDetection,Crime Detection,Purposes associated with detection of crimes within the legal system,"sector-law:CriminalLawEnforcement,sector-law:LegalOffenceDetection",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriminalBehaviourDetection,Criminal Behaviour Detection,Purposes associated with detection of criminal behaviour within the legal system,sector-law:CrimeDetection,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SuspectedCriminalBehaviourDetection,Suspected Criminal Behaviour Detection,Purposes associated with detection of suspected criminal behaviour within the legal system,"sector-law:CrimeDetection,sector-law:LegalSuspectedOffenceInvestigation",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeSurveillance,Crime Surveillance,Purposes associated with monitoring or observing to detect or deter potential or ongoing criminal activities within the legal system,"sector-law:CriminalLawEnforcement,sector-law:LegalOffenceSurveillance",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeArrestDetention,Crime Arrest Detention,Purposes associated with arresting and detention of individuals in relation to criminal activities within the legal system,sector-law:CriminalLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeProsecution,Crime Prosecution,Purposes associated with prosecution of criminal activities within the legal system,"sector-law:CriminalLawEnforcement,sector-law:LegalOffenceProsecution",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeVictimSafetyManagement,Crime Victim Safety Management,Purposes associated with management of safety for victims of criminal activities within the legal system,sector-law:CriminalLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeVictimSafetyAssessment,Crime Victim Safety Assessment,Purposes associated with safety assessment of victims of criminal activities within the legal system,sector-law:CrimeVictimSafetyManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeVictimSafetyProvision,Crime Victim Safety Provision,Purposes associated with managing and providing safety for victims of criminal activities within the legal system,sector-law:CrimeVictimSafetyManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeVictimPrediction,Crime Victim Prediction,Purposes associated with predicting safety concerns or threats for victims of criminal activities within the legal system,sector-law:CrimeVictimSafetyManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeVictimCounsellingManagement,Crime Victim Counselling Management,Purposes associated with management of counselling for victims of criminal activities within the legal system,sector-law:CrimeVictimSafetyManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CrimeVictimRestitutionSupport,Crime Victim Restitution Support,Purposes associated with supporting victims of criminal activities through restitution or providing restoration or compensation of goods and services within the legal system,sector-law:CrimeVictimSafetyManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
TransportLawEnforcement,Transport Law Enforcement,Purposes associated with law enforcement related to transportation infrastructure and services,sector-law:LawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTrafficLawEnforcement,Road Traffic Law Enforcement,Purposes associated with law enforcement related to road infrastructure and services,sector-law:TransportLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTrafficRuleEnforcement,Road Traffic Rule Enforcement,Purposes associated with detection and enforcement of traffic rules on roads,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadSpeedLimitEnforcement,Road Speed Limit Enforcement,Purposes associated with detection and enforcement of speed limits on roads,sector-law:RoadTrafficRuleEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTrafficSignalEnforcement,Road Traffic Signal Enforcement,Purposes associated with detection and enforcement of traffic signals on roads,sector-law:RoadTrafficRuleEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadParkingEnforcement,Road Parking Enforcement,Purposes associated with detection and enforcement of parking rules on roads,sector-law:RoadTrafficRuleEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadDUIEnforcement,Road DUIEnforcement,Purposes associated with detection and enforcement of DUI (driving under influence) rules on roads,sector-law:RoadTrafficRuleEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadVehicleRegistrationEnforcement,Road Vehicle Registration Enforcement,Purposes associated with detection and enforcement of road vehicle registration,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadVehicleInsuranceEnforcement,Road Vehicle Insurance Enforcement,Purposes associated with detection and enforcement of road vehicle insurance,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadVehicleEmissionEnforcement,Road Vehicle Emission Enforcement,Purposes associated with detection and enforcement of road vehicle emissions,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadVehicleCertificationEnforcement,Road Vehicle Certification Enforcement,Purposes associated with detection and enforcement of road vehicle certifications,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
