"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"BehavioralData","class","https://w3id.org/dpv/legal/eu/ehds#BehavioralData","Behavioral Data","Information about behavioral data impacting on health","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#Health","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"BiobankData","class","https://w3id.org/dpv/legal/eu/ehds#BiobankData","Biobank Data","Information about electronic health data from biobanks","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#MedicalHealth","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ClaimData","class","https://w3id.org/dpv/legal/eu/ehds#ClaimData","Health-related Claim Data","Information about health-related claims data","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/legal/eu/ehds#HealthAdminData","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ClinicalTrialsData","class","https://w3id.org/dpv/legal/eu/ehds#ClinicalTrialsData","Clinical Trials Data","Information about health data from clinical trials","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/legal/eu/ehds#StudyData","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"DataPermit","class","https://w3id.org/dpv/legal/eu/ehds#DataPermit","Data Permit","Permit issued by health data access bodies to data users regarding data access applications","https://w3id.org/dpv#OrganisationalMeasure","","https://w3id.org/dpv#Policy","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"DataRequest","class","https://w3id.org/dpv/legal/eu/ehds#DataRequest","Data Request","Request sent by data users to health data access bodies, seeking access to statistically anonymised electronic health data","https://w3id.org/dpv#OrganisationalMeasure","","https://w3id.org/dpv#Policy","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"DevelopPublicHealthProductsAndServices","class","https://w3id.org/dpv/legal/eu/ehds#DevelopPublicHealthProductsAndServices","Develop Public Health Products and Services","Purposes associated with developing products and services that contribute to public health","https://w3id.org/dpv#Purpose","","https://w3id.org/dpv#ResearchAndDevelopment","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"DevelopSocialSecurityProductsAndServices","class","https://w3id.org/dpv/legal/eu/ehds#DevelopSocialSecurityProductsAndServices","Develop Social Security Products and Services","Purposes associated with developing products and services that contribute to social security","https://w3id.org/dpv#Purpose","","https://w3id.org/dpv#ResearchAndDevelopment","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"DiseaseRegistryData","class","https://w3id.org/dpv/legal/eu/ehds#DiseaseRegistryData","Disease Registry Data","Information about electronic health data from medical registries for specific diseases","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/legal/eu/ehds#MedicalRegistryData","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EHRManufacturer","class","https://w3id.org/dpv/legal/eu/ehds#EHRManufacturer","Electronic Health Record Manufacturer","Actor that manufactures electronic health records","","","","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EHRSupplier","class","https://w3id.org/dpv/legal/eu/ehds#EHRSupplier","Electronic Health Record Supplier","Actor that supplies electronic health records","","","","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ElectronicHealthRecord","class","https://w3id.org/dpv/legal/eu/ehds#ElectronicHealthRecord","Electronic Health Record (EHR)","Information about electronic health record","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#HealthRecord","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EnsureQualitySafetyHealthcare","class","https://w3id.org/dpv/legal/eu/ehds#EnsureQualitySafetyHealthcare","Ensure Quality and Safety of Healthcare","Purposes associated with ensuring high levels of quality and safety of healthcare","https://w3id.org/dpv#Purpose","","https://w3id.org/dpv/legal/eu/ehds#PublicInterestRelatedToHealth","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EnsureQualitySafetyMedicalDevices","class","https://w3id.org/dpv/legal/eu/ehds#EnsureQualitySafetyMedicalDevices","Ensure Quality and Safety of Medical Devices","Purposes associated with ensuring high levels of quality and safety of medical devices","https://w3id.org/dpv#Purpose","","https://w3id.org/dpv/legal/eu/ehds#PublicInterestRelatedToHealth","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EnsureQualitySafetyMedicinalProducts","class","https://w3id.org/dpv/legal/eu/ehds#EnsureQualitySafetyMedicinalProducts","Ensure Quality and Safety of Medicinal Products","Purposes associated with ensuring high levels of quality and safety of medicinal products","https://w3id.org/dpv#Purpose","","https://w3id.org/dpv/legal/eu/ehds#PublicInterestRelatedToHealth","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"EnvironmentalData","class","https://w3id.org/dpv/legal/eu/ehds#EnvironmentalData","Environmental Data","Information about environmental data impacting on health","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#Health","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"GenomicData","class","https://w3id.org/dpv/legal/eu/ehds#GenomicData","Genomic Data","Information about genomic data","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#Genetic","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthAdminData","class","https://w3id.org/dpv/legal/eu/ehds#HealthAdminData","Health-related Administrative Data","Information about health-related administrative data","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#MedicalHealth","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthDataAccessBody","class","https://w3id.org/dpv/legal/eu/ehds#HealthDataAccessBody","Health Data Access Body","An entity governed by public law responsible for granting access to electronic health data for secondary use","","https://w3id.org/dpv#LegalEntity","https://w3id.org/dpv#LegalEntity","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthProfessional","class","https://w3id.org/dpv/legal/eu/ehds#HealthProfessional","Health Professional","An entity that works as a health professional","","https://w3id.org/dpv#Entity","https://w3id.org/dpv#Entity","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthProfessionalData","class","https://w3id.org/dpv/legal/eu/ehds#HealthProfessionalData","Health Professional Data","Information about the identity of the health professionals involved in the treatment of the person","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#HealthRecord","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthQuestionnaire","class","https://w3id.org/dpv/legal/eu/ehds#HealthQuestionnaire","Health Questionnaire","Information about health data from questionnaires","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/legal/eu/ehds#StudyData","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthRegistryData","class","https://w3id.org/dpv/legal/eu/ehds#HealthRegistryData","Health Registry Data","Information about registries of health data","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#MedicalHealth","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthSurvey","class","https://w3id.org/dpv/legal/eu/ehds#HealthSurvey","Health Survey","Information about health data from surveys","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/legal/eu/ehds#StudyData","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthcareProvider","class","https://w3id.org/dpv/legal/eu/ehds#HealthcareProvider","Healthcare Provider","An entity that provides healthcare-related services","","https://w3id.org/dpv#Entity","https://w3id.org/dpv#Entity","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"HealthcareScientificResearch","class","https://w3id.org/dpv/legal/eu/ehds#HealthcareScientificResearch","Healthcare Scientific Research","Purposes associated with healthcare scientific research","https://w3id.org/dpv#Purpose","","https://w3id.org/dpv#ScientificResearch","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"ImproveHealthcareEducation","class","https://w3id.org/dpv/legal/eu/ehds#ImproveHealthcareEducation","Improve Healthcare Education","Purposes associated with improving the provision of healthcare education","https://w3id.org/dpv#Purpose","","https://w3id.org/dpv#ImprovePublicServices","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"InferredHealthData","class","https://w3id.org/dpv/legal/eu/ehds#InferredHealthData","Inferred Health Data","Information about inferred health data, including improvements such as correction, annotation, or enrichment based on authorised processing operations","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv#InferredPersonalData","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"LifestyleData","class","https://w3id.org/dpv/legal/eu/ehds#LifestyleData","Lifestyle Data","Information about lifestyle","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#Behavioral","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"MedicalDevicesData","class","https://w3id.org/dpv/legal/eu/ehds#MedicalDevicesData","Medical Devices Data","Information about electronic health data from medical devices","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/pd#MedicalHealth","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
"MedicalDevicesRegistryData","class","https://w3id.org/dpv/legal/eu/ehds#MedicalDevicesRegistryData","Medical Devices Registry Data","Information about electronic health data from registries for medical devices","https://w3id.org/dpv#PersonalData","","https://w3id.org/dpv/legal/eu/ehds#HealthRegistryData","","2024-12-01","","eu-ehds","https://w3id.org/dpv/legal/eu/ehds"
