term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
Benefit,class,https://w3id.org/dpv/risk#Benefit,Benefit,Impact(s) that acts as or causes benefits,https://w3id.org/dpv#Consequence,,https://w3id.org/dpv#Consequence,,2022-03-23,,risk,https://w3id.org/dpv/risk
Compensation,class,https://w3id.org/dpv/risk#Compensation,Compensation,Compensation provided (as an impact),https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#Benefit,,2024-04-14,,risk,https://w3id.org/dpv/risk
Cryptojacking,class,https://w3id.org/dpv/risk#Cryptojacking,Cryptojacking,Cryptojacking or hidden cryptomining is a type of cybercrime where a criminal secretly uses a victim’s computing power to generate cryptocurrency,https://w3id.org/dpv#Consequence,,https://w3id.org/dpv/risk#Detriment,,2022-08-17,,risk,https://w3id.org/dpv/risk
Damage,class,https://w3id.org/dpv/risk#Damage,Damage,Impact that acts as or causes damages,https://w3id.org/dpv#Consequence,,https://w3id.org/dpv#Consequence,,2022-03-30,,risk,https://w3id.org/dpv/risk
Detriment,class,https://w3id.org/dpv/risk#Detriment,Detriment,Impact that acts as or causes detriments,https://w3id.org/dpv#Consequence,,https://w3id.org/dpv#Consequence,,2022-03-23,,risk,https://w3id.org/dpv/risk
Fee,class,https://w3id.org/dpv/risk#Fee,Fee,Fee provided as compensation (as an impact),https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#Compensation,,2024-04-14,,risk,https://w3id.org/dpv/risk
Harm,class,https://w3id.org/dpv/risk#Harm,Harm,Impact that acts as or causes harms,https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#Damage,,2022-08-13,,risk,https://w3id.org/dpv/risk
MaliciousCodeAttack,class,https://w3id.org/dpv/risk#MaliciousCodeAttack,Malicious Code Attack,Intentional use of software by including or inserting in a system for a harmful purpose,https://w3id.org/dpv#Consequence,,https://w3id.org/dpv/risk#Detriment,,2022-08-17,,risk,https://w3id.org/dpv/risk
MalwareAttack,class,https://w3id.org/dpv/risk#MalwareAttack,Malware Attack,"Malware is software or firmware intended to perform an unauthorised process that will have an adverse impact on the confidentiality, integrity, or availability of a system",https://w3id.org/dpv#Consequence,,https://w3id.org/dpv/risk#Detriment,,2022-08-17,,risk,https://w3id.org/dpv/risk
MaterialDamage,class,https://w3id.org/dpv/risk#MaterialDamage,Material Damage,Impact that acts as or causes material damages,https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#Damage,,2022-03-30,,risk,https://w3id.org/dpv/risk
MisinformationDisinformation,class,https://w3id.org/dpv/risk#MisinformationDisinformation,MisinformationDisinformation,"Information that is untrue, misleading, or false and used intentionally (disinformation) or unintentionally (misinformation)",https://w3id.org/dpv#Consequence,,https://w3id.org/dpv/risk#Detriment,,2022-08-17,,risk,https://w3id.org/dpv/risk
NonMaterialDamage,class,https://w3id.org/dpv/risk#NonMaterialDamage,Non-Material Damage,Impact that acts as or causes non-material damages,https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#Damage,,2022-03-30,,risk,https://w3id.org/dpv/risk
Payment,class,https://w3id.org/dpv/risk#Payment,Payment,Payment provided as compensation (as an impact),https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#Compensation,,2024-04-14,,risk,https://w3id.org/dpv/risk
PhishingScam,class,https://w3id.org/dpv/risk#PhishingScam,Phishing Scam,A type of social engineering attack involving deceptive messages intended to reveal sensitive information,https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#Harm,,2022-08-17,,risk,https://w3id.org/dpv/risk
RansomwareAttack,class,https://w3id.org/dpv/risk#RansomwareAttack,RansomwareAttack,Ransomware is a type of attack where threat actors take control of a target’s assets and demand a ransom in exchange for the return of the asset’s availability and confidentiality,https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#NonMaterialDamage,,2022-08-17,,risk,https://w3id.org/dpv/risk
Renumeration,class,https://w3id.org/dpv/risk#Renumeration,Renumeration,Renumeration provided as compensation (as an impact),https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#Compensation,,2024-04-14,,risk,https://w3id.org/dpv/risk
Reward,class,https://w3id.org/dpv/risk#Reward,Reward,Reward provided as compensation (as an impact),https://w3id.org/dpv#Impact,,https://w3id.org/dpv/risk#Compensation,,2024-04-14,,risk,https://w3id.org/dpv/risk
