term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
Benefit,class,https://w3id.org/dpv/v2.0/risk#Benefit,Benefit,Impact(s) that acts as or causes benefits,https://w3id.org/dpv/v2.0#Consequence,,https://w3id.org/dpv/v2.0#Consequence,,2022-03-23,,risk,https://w3id.org/dpv/v2.0/risk
Compensation,class,https://w3id.org/dpv/v2.0/risk#Compensation,Compensation,Compensation provided (as an impact),https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#Benefit,,2024-04-14,,risk,https://w3id.org/dpv/v2.0/risk
Cryptojacking,class,https://w3id.org/dpv/v2.0/risk#Cryptojacking,Cryptojacking,Cryptojacking or hidden cryptomining is a type of cybercrime where a criminal secretly uses a victim’s computing power to generate cryptocurrency,https://w3id.org/dpv/v2.0#Consequence,,https://w3id.org/dpv/v2.0/risk#Detriment,,2022-08-17,,risk,https://w3id.org/dpv/v2.0/risk
Damage,class,https://w3id.org/dpv/v2.0/risk#Damage,Damage,Impact that acts as or causes damages,https://w3id.org/dpv/v2.0#Consequence,,https://w3id.org/dpv/v2.0#Consequence,,2022-03-30,,risk,https://w3id.org/dpv/v2.0/risk
Detriment,class,https://w3id.org/dpv/v2.0/risk#Detriment,Detriment,Impact that acts as or causes detriments,https://w3id.org/dpv/v2.0#Consequence,,https://w3id.org/dpv/v2.0#Consequence,,2022-03-23,,risk,https://w3id.org/dpv/v2.0/risk
Fee,class,https://w3id.org/dpv/v2.0/risk#Fee,Fee,Fee provided as compensation (as an impact),https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#Compensation,,2024-04-14,,risk,https://w3id.org/dpv/v2.0/risk
Harm,class,https://w3id.org/dpv/v2.0/risk#Harm,Harm,Impact that acts as or causes harms,https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#Damage,,2022-08-13,,risk,https://w3id.org/dpv/v2.0/risk
MaliciousCodeAttack,class,https://w3id.org/dpv/v2.0/risk#MaliciousCodeAttack,Malicious Code Attack,Intentional use of software by including or inserting in a system for a harmful purpose,https://w3id.org/dpv/v2.0#Consequence,,https://w3id.org/dpv/v2.0/risk#Detriment,,2022-08-17,,risk,https://w3id.org/dpv/v2.0/risk
MalwareAttack,class,https://w3id.org/dpv/v2.0/risk#MalwareAttack,Malware Attack,"Malware is software or firmware intended to perform an unauthorised process that will have an adverse impact on the confidentiality, integrity, or availability of a system",https://w3id.org/dpv/v2.0#Consequence,,https://w3id.org/dpv/v2.0/risk#Detriment,,2022-08-17,,risk,https://w3id.org/dpv/v2.0/risk
MaterialDamage,class,https://w3id.org/dpv/v2.0/risk#MaterialDamage,Material Damage,Impact that acts as or causes material damages,https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#Damage,,2022-03-30,,risk,https://w3id.org/dpv/v2.0/risk
MisinformationDisinformation,class,https://w3id.org/dpv/v2.0/risk#MisinformationDisinformation,Misinformation and Disinformation,"Information that is untrue, misleading, or false and used intentionally (disinformation) or unintentionally (misinformation)",https://w3id.org/dpv/v2.0#Consequence,,https://w3id.org/dpv/v2.0/risk#Detriment,,2022-08-17,,risk,https://w3id.org/dpv/v2.0/risk
NonMaterialDamage,class,https://w3id.org/dpv/v2.0/risk#NonMaterialDamage,Non-Material Damage,Impact that acts as or causes non-material damages,https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#Damage,,2022-03-30,,risk,https://w3id.org/dpv/v2.0/risk
Payment,class,https://w3id.org/dpv/v2.0/risk#Payment,Payment,Payment provided as compensation (as an impact),https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#Compensation,,2024-04-14,,risk,https://w3id.org/dpv/v2.0/risk
PhishingScam,class,https://w3id.org/dpv/v2.0/risk#PhishingScam,Phishing Scam,A type of social engineering attack involving deceptive messages intended to reveal sensitive information,https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#Harm,,2022-08-17,,risk,https://w3id.org/dpv/v2.0/risk
RansomwareAttack,class,https://w3id.org/dpv/v2.0/risk#RansomwareAttack,Ransomware Attack,Ransomware is a type of attack where threat actors take control of a target’s assets and demand a ransom in exchange for the return of the asset’s availability and confidentiality,https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#NonMaterialDamage,,2022-08-17,,risk,https://w3id.org/dpv/v2.0/risk
Renumeration,class,https://w3id.org/dpv/v2.0/risk#Renumeration,Remuneration,Renumeration provided as compensation (as an impact),https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#Compensation,,2024-04-14,,risk,https://w3id.org/dpv/v2.0/risk
Reward,class,https://w3id.org/dpv/v2.0/risk#Reward,Reward,Reward provided as compensation (as an impact),https://w3id.org/dpv/v2.0#Impact,,https://w3id.org/dpv/v2.0/risk#Compensation,,2024-04-14,,risk,https://w3id.org/dpv/v2.0/risk
